100751820	11938
100751823	13040
100751822	14613
100751825	11565
100760738	67667
100754859	70387
100751826	258481
100760735	66849
100754856	11434
100754855	58802
100760736	78913
100760731	18796
100760730	102641479;102642328;102641754;102641453;100503978;102642253;102642361;101056306;102641996
100760733	259115
100754850	665660
100768508	102638573
100768509	22209
100768506	233328
100768507	319601
100768504	14788
100768500	26369
100768501	69769
100753081	56150
100753080	72325
100753083	207212
100753085	18142
100753084	114872
100753087	68298
100753086	210933
100753089	22418
100770802	14296
100770803	269941
100770800	18628
100757508	381338
100757509	227937
100760081	11522
100760080	382075
100760086	229603
100757500	75600
100757501	64340
100757502	170791
100757503	109904
100757504	66059
100757505	56187
100757506	224022
100770807	100415972;628301;100415974;665511;665213;211705;676331;245663;667876
100770804	210741
100763311	218066
100751827	241636
100754858	433492;71425
100772237	15898
100772235	272396
100772232	22402
100772231	208884
100772230	69641
100772238	269637
100754854	83995
100754853	74105
100754851	12759
100760732	18426
100766364	276770
100752847	27372
100766366	227157
100752845	69281
100752842	74039
100766361	66322
100766362	73166
100752841	100503479;100039493;213474;100503325;100534373
100766368	66541
100766369	259001
100752848	75764
100752849	26912
100758992	21927
100751010	327987
100751011	53883
100751012	272465
100751016	53380
100751017	218639
100751018	22019
100751019	66356
100765045	99031
100765046	212528
100765047	69183
100765040	210762
100765041	64242
100765042	102643033
100765048	16782
100765049	194952
100760083	102642252
100760082	19942
100771259	117599
100771250	101187
100771251	30934
100771252	227545
100771253	76071
100771254	98402
100771255	210027
100771256	227671
100771257	19719
100760089	234421
103158610	668739
103158611	102643241
103158612	102643241
103158613	102642658
103158619	74918
100774158	26561
100758508	100039781
100774154	209966
100774155	239122
100758507	23950
100758506	258677
100774150	16485
100774151	18039
100774152	258215
100758502	52004
100758754	330953
100765957	19893
100765954	17932
100765955	66965
100765953	12478
100765950	230857
103160719	100503485
103160716	109095
103160714	239611
103160713	546024
100765958	224129
103160711	100502580;102638572;100503013;100504382;100504440
103159222	56455
103159220	239217
103159221	18996
103159227	102633637;102642963;100504694
103159224	67593
103159225	330173
100764609	77809
100764601	258976
100764600	14933
100764603	50772
100764602	56543
100764605	433294
100764604	257633
100764606	23890
103161441	233079
103161440	233080
103161443	66340
100763468	258055
103161444	233067
103161447	233073
103161446	58206
103161449	277154
103161448	231866
100763466	54450
100763467	77552
100763460	384557
100763462	242681
100763463	259301
100767558	76408
100767559	20269
100767554	18087
100767555	13047
100767556	228071
100767557	50496
100767550	72194
100767551	12552
100767552	67628
100767553	17155
100689220	12780
100689222	11820
100689225	107476
100689224	16418
100689228	59008
103161197	102641306
103161196	102641279
103161192	330470
103161190	102633246;102638254;100048427;100504590;102634805;102636707;102634557
103161199	70335
103161198	399566
100762739	67019
100762738	14634
100762735	17938
100762733	67973
100762731	320727
100762730	18814
100766609	14257
100766608	23996
100766607	113860
100766605	66270
100766603	18350
100766602	110789
100766601	12950
100766600	73830
103162361	13656
103162362	102642996;102636381;102639330;102643172
103162365	100503763;672195;670717
103162364	70638
103162367	102642830
103162366	238057
103162369	102643033
103162368	622459
100770641	102639052;100862433
100770642	15423
100770643	54393
100770644	68375
100770645	71841
100770646	233001
100820685	100093684
100770648	22342
100820680	100093679
100763929	15561
100763928	271697
100764144	258261
100763921	66596
100763920	246221
100763923	68118
100763922	383240;666620
100763925	259071
100763924	77036
100763926	19206
100769923	15382
100769922	11843
100769920	74754
100769927	20621
100769926	231834
100769925	66308
100769924	57784
100769929	228980
100769928	231464
103163106	14788
103163105	102641731;100504247;102639700;102637277;100861651;102642070;102640123;100503887;102639229;102639598;100504644;102641407;100504213;102641422;102633207;102642799;100503600;102637839;102636053;100503368;102640372;102642606;102641310;102642020;102641792;102642386;102637111;100503898
103163101	66520
103163108	101055671
103163109	101055671
100752846	68267
100752844	21340
103160459	319618
103160451	66167
103160453	104027
103160455	14296
103160454	12590
103160456	102636579;102635720;102642075;102640615;102633343;102641445;102640921;102642529;102633731;101056075
100752840	110948
100766363	17527
100759007	55987
100759006	240590
100759005	77579
100759004	70470
100759003	28042
100759002	66694
100759001	245880
100759009	236149
100759008	20460
103164226	29856
103164222	66991
103164223	74591
103164228	226438
103164229	237411
100751252	226720
100751250	215201
100751256	74008
100751257	56395
100751254	76539
100751255	258713
100751258	69310
100751259	381405
100757368	22225
100757369	13025
100752786	22380
100752781	233571
100752780	100503796
100752783	69094
100752782	102636608
100757362	110006
100757363	320265
100752789	22368
100752788	69706
100757367	217316
100751780	214063
100751781	74377
100751782	100043597
100751783	75507
100751784	211535
100751785	109050
100751786	16687
100754556	210094
100754557	68718
100754554	18317
100754555	259147
100754552	258684
100754553	547253
100754551	18011
100754558	330390
100754559	232889
100757098	13063
100757099	666853;545332
100757096	229279
100757097	171263;252904
100757095	258729
100757092	171284
100757093	54135
100757090	26369
100757091	102642209;102640865
100753788	230125
100753789	23980
100753786	67750
100753787	67693
100753784	665525
100753782	212508
100753783	320438
100753780	68565
100753781	56312
100774316	56335
100774317	12686
100774314	73435
100774315	68818
100774312	11658
100774313	83945
100774311	102636989
100755209	66691
100755208	74467
100755201	74513
100755200	67815
100755203	71474
100755202	100678
100755205	67375
100752256	56529
100752255	258242
100752254	70439
100753128	67460
100753129	63872
100753122	69239
100753123	234129
100753120	16569
100753121	69009
100753126	550619
100753127	380684
100753124	100705
100753125	207742
100761659	217212
100761658	18310
100761655	69372
100761654	101055748;102635430;102637671;102637463;102641404;101055736
100761657	27059
100761656	216705
100761651	53895
100761650	74383
100761653	192167
100761652	106529
100756572	12458
100756570	105847
100756577	54601
100756574	22635
100756575	76510
100756578	68323
100756579	24051
100775040	22095
100775043	319162;319172
100775042	80913
100775045	225358
100775044	545475
100775047	64136
100775046	66451
100775049	232035
100775048	16416
100767719	231214
100767717	20444
100767714	74387
100767715	72085
100767712	80285
100767713	68861
100767711	71458
100765625	100135657
100765627	18103
100765622	627607
100765623	102643033
100765628	67736
100765629	71213
100760292	100312956
100760293	329693
100760290	353025
100760291	71912
100760296	67405
100760295	13628
100760298	20299
100760299	68240
100772066	80749
100772067	435684
100772064	381760
100772065	58807
100772062	13356
100772063	67254
100772060	433938
100772061	15982
100772068	102642803;102642359
100772069	242408
100766441	100045778
100766440	77582
100766443	98733
100766442	102641347
100766445	14252
100766444	13098;545817
100766446	213435
100766449	19088
100766448	268816
100764977	102642097
100764975	213326
100764974	233103
100764973	66975
100764972	65256
100764971	22278
100764970	94227
100764978	216439
100766196	19656
100766194	547109
100766193	67847
100766192	27376
100766190	234875
100766199	107448
100766198	258589
100762638	66079
100762639	19260
100762636	225115
100762637	258524
100762634	209232
100762635	237940
100762633	12954
100762631	102638905
103159442	102636607
103159443	434130
103159440	26368
103159441	243853
103159446	667037
103159444	101434
103159445	629378
100770339	217827
100770330	64095
100770331	70549
100770332	70423
100770333	58214
100770334	239188
100770335	235604
100770336	72137
100770337	224630
100760908	74663
100760909	17837
100760902	83672
100760903	234686
100760900	71325
100760906	15972
100760907	74309
100760904	14229
100760905	18104
100765361	69528
100765360	71063
100765363	100503048
100765362	70394
100765365	69860
100765367	20608
100765366	20115
100765369	15441
100765368	381582
103163344	109857
103163345	102632397
103163346	102632252
103163347	101055952;102635116;102638505;102642890;102635156;102642870;102635571;102640679;102632402;102633670;102641055;102642738;102641074;102642396;102639526;102639915;102633313;102642274;102641856;102634483;102642233;100503055;102638218;102635166;102633822;102638683;102634270;102642604;102641049;102637811;102641897;102640205;102642766;102640091;102638413;102641755
100768629	320435
100760035	102641254
100760030	12519
100757598	18854
100774059	68527
100774058	21881
100768622	18763
100774051	66176
100774050	12014
100774052	12022
100774055	227612
100768621	192190
100774056	228026
100768620	100503479;100039493;213474;100503325;100534373
100768627	320538
100760038	16491
103159748	66602
100760039	56327
103160699	232685
100758318	67865
100758319	74087
100758314	15126
103160692	102641557
100758316	52857
100758317	258368
100758310	209590
100758311	58186
100758312	77613
100758313	19773
100820649	100093648
100820641	100093640
100820642	100093641
100820643	100093642
100820645	100093644
100820646	100093645
100820647	100093646
100764107	56085
100764104	259006
100764105	258098
100764102	230866
100764103	66950
100764100	234671
100764101	76187
100764109	66706
103161875	100043065
103161877	102635439;100504730;102642636;100502706;102635833;100502731;102634921;100502603;100502676;102637504;102632696;100502634;100047529;102641824;102633147;102642727;102638985;100502584;102633023;100502655
103161872	74076
103161878	102638131;102638359;102643114;100502743;102639912;627455;102641116;102635212;102641013;102642502;102641672
100689070	14677
100689071	14674
100689072	14679
100689075	12696
100689076	17309
100689077	14609
100689078	114714
100689079	72999
100763349	69696
100769169	239556
100763340	12421
100763343	14115
100763144	214597
100763345	15931
100763344	66487
100763347	140474
100763346	22284
100767459	11470
100767458	77763
100767451	67273
100767453	71279
100767452	319565
100767455	23945
100769165	327956
100767457	68265
100767456	23871
100763148	258554
103161250	226720
103161251	632241;102641802
103161252	102634896
103161253	102642114;102642821
103161258	103948
103162754	252830
103162757	100502580;102638572;100503013;100504382;100504440
103162751	73906
103162753	102641254
103162759	620648
100771818	17703
100771819	13507
100771812	229214
100771813	70696
100771810	387342
100771816	667860;101154638;100502877
100771817	243862;384557
100771815	67758
100773521	235072
100773522	102642846;102633750;102633363;102640922;102632138;100505397;101055762;102638775;102642015
100773523	67634
100773524	69097
100773525	69165
100773526	16825
100773527	16156
100773528	232969
103163807	102642324
103163806	102641746;102641847
103163805	50794
103163803	75996
103163801	102643123;102642391;102643157
103163808	328830
100769888	242721
100769889	223726
100769884	258470
100769885	17444
100769886	278181
100769887	12958
100769880	66109
100769881	67373
100769882	360216
100769883	94346
100754376	269344
100754377	112407
100754375	72400
100757939	68572
100754373	665525
100754370	12752
100754371	212503
100757934	69568
100757937	239839
100757936	545030
100757931	208967
100757933	98732
100754379	330723
103160864	72899
103160865	100039601
103160866	102641731;100504247;102639700;102637277;100861651;102642070;102640123;100503887;102639229;102639598;100504644;102641407;100504213;102641422;102633207;102642799;100503600;102637839;102636053;100503368;102640372;102642606;102641310;102642020;102641792;102642386;102637111;100503898
100768825	435766
100768824	232078
100768827	67009
100768826	630751;102642027
100768821	75429
100768820	229320
100768823	66284
100755421	56717
100755423	394432
100755422	667170;665570;668997;100043283;100040053;100043853;636680;672302;384741;665077;667163;382450;668177;384461;545470;74662;623935;100043201;383665;665677;667985;100033452;227920;382483;668342;666835;432543;435480;380739;668068;640374;666838;674324;675960;665782;633606;382969;100039840;676923;100040634;384591;100042534;242823;667572;631594;668275;666571;436219;100042107;621353;667400;666579;620269;668507;666922;665667;665709;100417804;668624;666430;666881;665212;665741;666488;667566;666616;665291;654472;384350;654474;627608;100041342;668371;544878;236775;622339;435657;619917;384808;665797;100041325;100040628;386426;666153;382600;100042427;435792;100043349;665111;195514;666891;666564;100042349;219102;665233;638833;383570;666718;383277;234501;433921;100041831;665658;668477;629057;667729;382876;654473;433273;668918;384831;668905;654475;100039417;668494;665977;670708;383818;622432;100039827;100039163;627852;100041236;666703;666392;666598;668351;629608;100043373;100151689;666353;433845;667039;666213;665486;668018;668398;669309;634323;667451;100041245;100039258;100039709;668010;546363;100151698;629081;100039762;100041399;667806;100151690;100151692;100151693;435752;667891;382388;378954;100039959;383705;667999;667802;100043577;665036;668920;545741;668784;230044;665302;666342;100039229;667211;383791;100039556;433184;666872;546734;635136;546736;100126821;383735;100042148;100043945;622365;629557;100417785;628903;100042375;435292;640094;194985;629359;223278;225681;634019;100043084;667892;667354;665743;100043560;666537;100039376;667204;666604;667048;665865;241765;674371;665628;100417823;668422;668386;668136;100040001;668426;100158261;100417791;383769;665922;668361;277333;100040109;380687;666258;623591;238091;384852;100039875;100158260;665613;668323;100534366;665129;327871;100417838;675514;435235;100041720;668431;100043659;666859;667233;384643;100043797;666326;666697;627577;668242;668040;668121;668726;100158259;668393;668820;668530;100041006;100039870;670467;625868;100041748;100043724;435676;100043337;667975;100417782;665130;100042746;622315;671215;667385;667409;100042799;667380;435963;668192;668062;672828;215974;667676;100041204;100039214;668764;665232;667309;636859;666909;624367;100040898;100043839;672572;100043386;193079;383849;626358;217409
100768828	16578
100755427	234911
100755426	76444
100773424	225518
100751425	102632739;102637383
100751424	100040878;100039778
100751427	20322
100751426	100929
100751421	53357
100751422	54384
100751429	353310
100759216	16675
100759217	73316
100759214	64051
100759212	328250
100759210	11529
100759211	268373
100759218	171260
100759219	245195
100764824	72567
103164419	101056253;102642309;102642180;630345;101056260
103164418	102641200
103164411	102641111;102641269
103164410	102642635;102642547;102643179;102642568;102643015
103164413	102641111;102641269
103164412	641025;634749;102641985;101056255
103164415	102641746;102641847
103164414	102642635;102642547;102643179;102642568;102643015
103164417	641025;634749;102641985;101056255
103164416	641025;634749;102641985;101056255
100761856	66392
100757119	102643184;102635661
100757118	105014
100757113	60613
100757112	71020
100757111	214899
100757110	13349
